File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_mac\cl_mac_controller_test.c,Cl_MacInit(),26,19,19,1,7,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_mac\cl_mac_controller_test.c,Cl_App_init(void),12,9,9,1,3,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_mac\cl_mac_controller_test.c,Cl_MacConfigure(void),1,1,1,0,0,0,0,3,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_mac\cl_mac_controller_test.c,Cl_MacCheck_TimerExpired(void),1,1,1,0,0,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_mac\cl_mac_controller_test.c,Cl_Mac_GetSystem_Status_Query(void),4,4,4,1,0,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_mac\cl_mac_controller_test.c,Cl_MacCall_Newappreq_Query(void),5,4,4,1,1,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_mac\cl_mac_controller_test.c,Cl_MacCheckforConsoleMessage(void),23,16,10,4,7,2,0,28,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_mac\cl_mac_controller_test.c,Cl_MacCreate_Macevent(void),50,40,24,7,10,1,0,2,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_mac\cl_mac_controller_test.c,Cl_Mac_ClearEvents(void),4,2,2,1,2,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_mac\cl_mac_controller_test.c,Cl_Mac_CheckforAlarms(void),6,4,4,1,2,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_mac\cl_mac_controller_test.c,Cl_Mac_CheckforErrorCorrections(),20,12,7,6,1,0,7,12,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_mac\cl_sys_status.c,Cl_SysStat_System_Status_Query(void),38,31,29,1,6,0,1,3,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_mac\cl_sys_status.c,"Cl_SysStat_GetSensor_Status_Query(Cl_AlarmIdType dataID, uint16_t* pdata)",99,89,66,23,10,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_rinse\cl_rinse_controller.c,Cl_Rinse_Controller(MAC_EVENTS Cl_MacRinseEvent ),1610,1096,649,276,292,14,222,759,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_rinse\cl_rinse_controller.c,"cl_rinse_translatemacevent(MAC_EVENTS Cl_MacRinseEvt,Cl_Rinse_Eevents* cl_rinse_event)",78,71,46,26,7,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_rinse\cl_rinse_controller.c,Cl_rinse_init(void),3,2,2,1,1,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_rinse\cl_rinse_controller.c,cl_rinse_processtimeoutevets(Cl_Rinse_Eevents cl_rinseevent),18,13,7,6,3,0,2,13,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_rinse\cl_rinse_controller.c,Cl_Rinse_UpdateTimeInfo(void),31,19,18,1,10,0,2,7,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_rinse\cl_rinse_controller.c,Cl_Rinse_UpdateSecTick(void),15,8,9,1,6,0,1,3,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_rinse\cl_rinse_controller.c,Cl_Rinse_CheckforRinseCompletion(void),18,14,8,5,4,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_rinse\cl_rinse_controller.c,cl_rinse_notifydacandgotorinsestandby(void),19,15,15,1,3,0,1,6,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_rinse\cl_rinse_controller.c,Cl_Rinse_UpdateAlarmTable(ClRinseAlarmIdType* ClRinseAlarmId ),62,36,27,5,16,0,10,33,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_rinse\cl_rinse_controller.c,Cl_Rinse_ProcessAlarms(void ),15,8,8,1,2,0,5,13,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_rinse\cl_rinse_controller.c,Cl_Rinse_ResetAlertsforReassertion(void ),11,9,9,1,2,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_rinse\cl_rinse_controller.c,CL_RinseAlarmActon(Cl_AlarmIdType cl_rinsealarmid),52,36,22,9,9,0,7,15,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_rinse\cl_rinse_controller.c,Cl_RinseFlowOn(void ),6,5,5,1,1,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_rinse\cl_rinse_controller.c,Cl_RinseFlowOff(void ),6,5,5,1,1,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_rinse\cl_rinse_controller.c,Cl_RinseStop(void),6,5,5,1,1,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_rinse\cl_rinse_controller.c,Cl_Rinse_100msTMP(void),119,92,81,3,16,4,11,29,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_rinse\cl_rinse_controller.c,Cl_Rinse_StopRinse(void),13,11,11,1,2,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_rinse\cl_rinse_controller.c,UpdateRinseMinuteTick(void),7,7,7,1,0,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_stby\cl_standby_controller.c,Cl_Standby_Controller(MAC_EVENTS Cl_MacStandbyEvent),445,286,163,96,65,0,94,362,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_stby\cl_standby_controller.c,"cl_stby_translatemacevent(MAC_EVENTS Cl_MacStbyEvent,Cl_Stby_Events* cl_stdby_event)",39,34,22,12,3,0,2,4,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_stby\cl_standby_controller.c,Cl_stby_init(void),9,9,9,1,0,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_stby\cl_standby_controller.c,Cl_StabyRinse_UpdateTimeInfo(void),21,14,15,1,6,0,1,3,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_stby\cl_standby_controller.c,Cl_standby_ProcessAlarms( void),35,24,16,4,10,0,1,1,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_stby\cl_standby_controller.c,Cl_standby_UpdateAlarmTable(ClStbyAlarmIdType* ClstbyAlarmId ),63,48,30,8,11,0,4,21,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_testharness\cl_testharness.c,cl_testharnesscommandhandler(Cl_ConsoleMsgType* pCl_ConsoleMsg),1040,843,650,111,161,29,36,177,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_testharness\cl_testharness.c,"cl_testgetsensordata(uint8_t dataId, uint16_t* dataItem)",19,12,12,0,7,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_testharness\cl_testharness.c,cl_testgetversion( uint8_t* version),7,3,3,0,4,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_testharness\cl_testharness.c,Cl_tg_prick_100ms(void),113,79,54,10,32,6,2,20,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_testharness\cl_testharness.c,Cl_tg_prick_50ms(void),134,101,62,14,27,1,6,21,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_timer\Cl_TimerManager.c,Cl_TimerTickCallback(),34,24,16,5,6,0,4,12,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_timer\Cl_TimerManager.c,Cl_MilliTickcallBack(void),39,34,25,6,4,0,1,5,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_timer\Cl_TimerManager.c,Cl_Timer_Create_Tick50Ms_Event(void),15,8,6,2,5,0,2,6,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_timer\Cl_TimerManager.c,Cl_Timer_Create_Tick100Ms_Event(void),14,8,6,2,4,0,2,6,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_timer\Cl_TimerManager.c,Cl_Timer_Create_Tick500Ms_Event(void),15,8,6,2,5,0,2,6,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_timer\Cl_TimerManager.c,Cl_Timer_Create_TickSec_Event(void),25,15,11,3,7,0,3,7,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_timer\Cl_TimerManager.c,Cl_Timer_Create_TickMin_Event(void),12,8,6,2,3,0,1,4,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_timer\Cl_TimerManager.c,Cl_Timer_Create_TickHour_Event(void),12,8,6,2,3,0,1,4,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_utils\cl_utilities.c,mdelay(uint32_t ul_dly_ticks),5,4,4,1,1,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_utils\cl_utilities.c,cl_wait(uint32_t ul_dly_ticks),3,2,2,1,0,0,1,1,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_utils\cl_utilities.c,cl_systemtickcallback(void),5,5,5,1,0,0,0,0,
G:\July28_archive\Renalyx_DM1\Renalyx_DM1\src\cl_app\\cl_utils\cl_utilities.c,"cl_memset(uint8_t* pdata, uint8_t datasize)",15,9,7,2,2,0,4,11,
